,PERMIT_TYPE,REVIEW_TYPE,PROCESSING_TIME,BUILDING_FEE_PAID,ZONING_FEE_PAID,OTHER_FEE_PAID,SUBTOTAL_PAID,BUILDING_FEE_UNPAID,ZONING_FEE_UNPAID,OTHER_FEE_UNPAID,SUBTOTAL_UNPAID,BUILDING_FEE_WAIVED,ZONING_FEE_WAIVED,OTHER_FEE_WAIVED,SUBTOTAL_WAIVED,TOTAL_FEE,REPORTED_COST,COMMUNITY_AREA,CENSUS_TRACT,WARD,IS_PERMIT_VALID
47752,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,11,500.0,75.0,0.0,575.0,0.0,0,0.0,0.0,0.0,0,0,0.0,575.0,26400.0,7,70102,43,1
47753,PERMIT - ELECTRIC WIRING,FIRE PROTECTION SYSTEM,23,675.0,0.0,0.0,675.0,0.0,0,0.0,0.0,0.0,0,0,0.0,675.0,7950.0,8,81500,42,1
47754,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,1,300.0,75.0,0.0,375.0,0.0,0,0.0,0.0,0.0,0,0,0.0,375.0,20000.0,2,20601,50,1
47755,PERMIT - ELECTRIC WIRING,FIRE PROTECTION SYSTEM,18,675.0,0.0,0.0,675.0,0.0,0,0.0,0.0,0.0,0,0,0.0,675.0,4500.0,32,839100,42,1
47757,PERMIT - SIGNS,SIGN PERMIT,2,100.0,200.0,0.0,300.0,0.0,0,0.0,0.0,0.0,0,0,0.0,300.0,5000.0,24,831000,2,1
47766,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,2,552.0,50.0,0.0,602.0,0.0,0,0.0,0.0,0.0,0,0,0.0,602.0,3250.0,69,690900,6,1
47769,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,33,175.0,0.0,0.0,175.0,0.0,0,0.0,0.0,0.0,0,0,0.0,175.0,75000.0,32,320600,4,1
47771,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,1,300.0,75.0,0.0,375.0,0.0,0,0.0,0.0,0.0,0,0,0.0,375.0,8000.0,25,250700,37,1
47772,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,1,150.0,0.0,0.0,150.0,0.0,0,0.0,0.0,0.0,0,0,0.0,150.0,4500.0,73,730400,21,1
47774,PERMIT - ELECTRIC WIRING,FIRE PROTECTION SYSTEM,247,1425.0,0.0,0.0,1425.0,0.0,0,0.0,0.0,0.0,0,0,0.0,1425.0,50000.0,38,835800,3,1
47775,PERMIT - ELECTRIC WIRING,FIRE PROTECTION SYSTEM,24,675.0,0.0,0.0,675.0,0.0,0,0.0,0.0,0.0,0,0,0.0,675.0,19350.0,8,81700,42,1
47776,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,1,150.0,0.0,0.0,150.0,0.0,0,0.0,0.0,0.0,0,0,0.0,150.0,4500.0,53,530502,9,1
47780,PERMIT - SIGNS,SIGN PERMIT,35,100.0,200.0,0.0,300.0,0.0,0,0.0,0.0,0.0,0,0,0.0,300.0,4000.0,32,839100,42,1
47784,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,119,1960.7,50.0,0.0,2010.7,0.0,0,0.0,0.0,0.0,0,0,0.0,2010.7,750000.0,7,71300,43,1
47786,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,1,225.0,0.0,0.0,225.0,0.0,0,0.0,0.0,0.0,0,0,0.0,225.0,0.0,8,81202,42,1
47787,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,2,500.0,50.0,0.0,550.0,0.0,0,0.0,0.0,0.0,0,0,0.0,550.0,35600.0,7,71700,2,1
47788,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,55,150.0,0.0,0.0,150.0,0.0,0,0.0,0.0,0.0,0,0,0.0,150.0,2000.0,7,71600,43,1
47789,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,45,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,300.0,75,0,375.0,375.0,502000.0,67,671500,17,1
47790,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,1,150.0,0.0,0.0,150.0,0.0,0,0.0,0.0,0.0,0,0,0.0,150.0,5000.0,62,620200,23,1
47791,PERMIT - ELECTRIC WIRING,FIRE PROTECTION SYSTEM,24,675.0,0.0,0.0,675.0,0.0,0,0.0,0.0,0.0,0,0,0.0,675.0,8000.0,28,833000,27,1
47792,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,8,150.0,0.0,0.0,150.0,0.0,0,0.0,0.0,0.0,0,0,0.0,150.0,0.0,19,190401,36,1
47796,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,1,300.0,75.0,0.0,375.0,0.0,0,0.0,0.0,0.0,0,0,0.0,375.0,19700.0,23,230900,26,1
47798,PERMIT - SIGNS,SIGN PERMIT,2,50.0,200.0,0.0,250.0,0.0,0,0.0,0.0,0.0,0,0,0.0,250.0,5000.0,24,831000,2,1
47799,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,81,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,300.0,75,0,375.0,375.0,1176400.0,52,520400,10,1
47803,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,38,800.0,75.0,0.0,875.0,0.0,0,0.0,0.0,0.0,0,0,0.0,875.0,103500.0,70,700501,18,1
47818,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,36,225.0,50.0,0.0,275.0,0.0,0,0.0,0.0,0.0,0,0,0.0,275.0,4471.0,62,620400,23,1
47820,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,93,862.11,75.0,0.0,937.11,0.0,0,0.0,0.0,0.0,0,0,0.0,937.11,120000.0,17,170700,38,1
47821,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,64,912.42,75.0,0.0,987.42,0.0,0,0.0,0.0,0.0,0,0,0.0,987.42,450000.0,33,330100,3,1
47822,PERMIT - SIGNS,SIGN PERMIT,1,50.0,200.0,0.0,250.0,0.0,0,0.0,0.0,0.0,0,0,0.0,250.0,3500.0,22,221100,35,1
47823,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,20,500.0,75.0,0.0,575.0,0.0,0,0.0,0.0,0.0,0,0,0.0,575.0,24000.0,31,310900,25,1
47824,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,12,225.0,50.0,0.0,275.0,0.0,0,0.0,0.0,0.0,0,0,0.0,275.0,7603.0,26,260500,28,1
47825,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,12,225.0,50.0,0.0,275.0,0.0,0,0.0,0.0,0.0,0,0,0.0,275.0,13134.0,10,100600,41,1
47826,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,11,225.0,50.0,0.0,275.0,0.0,0,0.0,0.0,0.0,0,0,0.0,275.0,55388.0,70,700401,18,1
47827,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,18,500.0,75.0,0.0,575.0,0.0,0,0.0,0.0,0.0,0,0,0.0,575.0,18500.0,67,670100,16,1
47828,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,13,225.0,50.0,0.0,275.0,0.0,0,0.0,0.0,0.0,0,0,0.0,275.0,9187.0,58,580600,15,1
47829,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,21,150.0,0.0,0.0,150.0,0.0,0,0.0,0.0,0.0,0,0,0.0,150.0,1000.0,33,330100,4,1
47832,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,21,150.0,0.0,0.0,150.0,0.0,0,0.0,0.0,0.0,0,0,0.0,150.0,1000.0,33,330100,4,1
47834,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,9,588.0,50.0,0.0,638.0,0.0,0,0.0,0.0,0.0,0,0,0.0,638.0,50000.0,59,840400,12,1
47835,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,35,589.0,50.0,0.0,639.0,0.0,0,250.0,250.0,0.0,0,0,0.0,889.0,85000.0,46,460302,7,1
47836,PERMIT - ELECTRIC WIRING,FIRE PROTECTION SYSTEM,19,675.0,0.0,0.0,675.0,0.0,0,0.0,0.0,0.0,0,0,0.0,675.0,25000.0,1,10400,49,1
47837,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,1,1230.08,75.0,0.0,1305.08,0.0,0,0.0,0.0,0.0,0,0,0.0,1305.08,22000.0,24,243400,27,1
47838,PERMIT - ELECTRIC WIRING,FIRE PROTECTION SYSTEM,18,1125.0,0.0,0.0,1125.0,0.0,0,0.0,0.0,0.0,0,0,0.0,1125.0,50000.0,32,320100,42,1
47843,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,16,550.0,75.0,0.0,625.0,0.0,0,0.0,0.0,0.0,0,0,0.0,625.0,100000.0,27,271500,24,1
47845,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,51,550.0,75.0,0.0,625.0,0.0,0,0.0,0.0,0.0,0,0,0.0,625.0,50000.0,70,700302,18,1
47846,PERMIT - SIGNS,SIGN PERMIT,14,100.0,200.0,0.0,300.0,0.0,0,0.0,0.0,0.0,0,0,0.0,300.0,100.0,3,31800,47,1
47847,PERMIT - SIGNS,SIGN PERMIT,14,100.0,200.0,0.0,300.0,0.0,0,0.0,0.0,0.0,0,0,0.0,300.0,100.0,3,31800,47,1
47848,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,16,500.0,50.0,0.0,550.0,0.0,0,0.0,0.0,0.0,0,0,0.0,550.0,100000.0,8,80100,43,1
47849,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,13,225.0,50.0,0.0,275.0,0.0,0,0.0,0.0,0.0,0,0,0.0,275.0,41533.0,75,750300,19,1
47856,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,52,500.0,50.0,0.0,550.0,0.0,0,0.0,0.0,0.0,0,0,0.0,550.0,20000.0,12,120300,39,1
47867,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,1,500.0,50.0,0.0,550.0,0.0,0,0.0,0.0,0.0,0,0,0.0,550.0,20980.0,56,560700,14,1
47869,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,2,500.0,50.0,0.0,550.0,0.0,0,0.0,0.0,0.0,0,0,0.0,550.0,18500.0,67,670600,15,1
47871,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,15,500.0,50.0,0.0,550.0,0.0,0,0.0,0.0,0.0,0,0,0.0,550.0,21790.0,72,720200,19,1
47874,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,79,1500.0,50.0,1252.0,2802.0,0.0,0,0.0,0.0,0.0,0,0,0.0,2802.0,35000.0,16,160601,33,1
47882,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,13,500.0,50.0,0.0,550.0,0.0,0,0.0,0.0,0.0,0,0,0.0,550.0,25190.0,72,720700,19,1
47889,PERMIT - EASY PERMIT PROCESS,EASY PERMIT WEB,9,500.0,50.0,0.0,550.0,0.0,0,0.0,0.0,0.0,0,0,0.0,550.0,24942.0,25,251200,37,1
47904,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,71,500.0,75.0,0.0,575.0,0.0,0,0.0,0.0,0.0,0,0,0.0,575.0,7000.0,16,160400,39,1
47919,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,2,175.0,50.0,0.0,225.0,0.0,0,0.0,0.0,0.0,0,0,0.0,225.0,1.0,32,839100,4,1
47921,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,72,4032.45,75.0,0.0,4107.45,0.0,0,0.0,0.0,0.0,0,0,0.0,4107.45,270000.0,10,100400,41,1
47922,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,104,1180.78,75.0,0.0,1255.78,0.0,0,0.0,0.0,0.0,0,0,0.0,1255.78,300000.0,21,210100,33,1
47923,PERMIT - ELECTRIC WIRING,FIRE PROTECTION SYSTEM,51,675.0,0.0,0.0,675.0,0.0,0,0.0,0.0,0.0,0,0,0.0,675.0,5000.0,17,171100,30,1
47928,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,21,762.0,50.0,0.0,812.0,0.0,0,0.0,0.0,0.0,0,0,0.0,812.0,107303.0,75,750500,19,1
47929,PERMIT - ELECTRIC WIRING,FIRE PROTECTION SYSTEM,42,675.0,0.0,0.0,675.0,0.0,0,0.0,0.0,0.0,0,0,0.0,675.0,21552.0,75,750100,19,1
47930,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,32,500.0,50.0,0.0,550.0,0.0,0,0.0,0.0,0.0,0,0,0.0,550.0,9500.0,22,221200,32,1
47934,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,1,450.0,50.0,0.0,500.0,0.0,0,0.0,0.0,0.0,0,0,0.0,500.0,5600.0,25,251100,37,1
47941,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,2,400.0,0.0,0.0,400.0,0.0,0,0.0,0.0,0.0,0,0,0.0,400.0,39500.0,45,834300,8,1
47948,PERMIT - NEW CONSTRUCTION,STANDARD PLAN REVIEW,188,1600.0,150.0,313.0,2063.0,0.0,0,0.0,0.0,0.0,0,0,0.0,2063.0,300000.0,6,60100,47,1
47950,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,5,475.0,50.0,0.0,525.0,0.0,0,0.0,0.0,0.0,0,0,0.0,525.0,15000.0,25,252102,29,1
47952,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,7,1800.0,0.0,0.0,1800.0,0.0,0,0.0,0.0,0.0,0,0,0.0,1800.0,10000.0,42,834400,5,1
47955,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,10,150.0,0.0,0.0,150.0,0.0,0,0.0,0.0,0.0,0,0,0.0,150.0,2535.0,3,31800,47,1
47957,PERMIT - ELEVATOR EQUIPMENT,CONVEYANCE DEVICE PERMIT,7,1860.0,0.0,0.0,1860.0,0.0,0,0.0,0.0,0.0,0,0,0.0,1860.0,600000.0,28,841900,25,1
47960,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,22,622.73,100.0,0.0,722.73,0.0,0,0.0,0.0,0.0,0,0,0.0,722.73,249000.0,56,560800,14,1
47961,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,75,150.0,0.0,0.0,150.0,0.0,0,0.0,0.0,0.0,0,0,0.0,150.0,1000.0,42,420300,20,1
47962,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,75,150.0,0.0,0.0,150.0,0.0,0,0.0,0.0,0.0,0,0,0.0,150.0,1000.0,32,839100,42,1
47963,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,75,150.0,0.0,0.0,150.0,0.0,0,0.0,0.0,0.0,0,0,0.0,150.0,1000.0,32,839100,42,1
47964,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,75,150.0,0.0,0.0,150.0,0.0,0,0.0,0.0,0.0,0,0,0.0,150.0,1000.0,32,839100,42,1
47966,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,75,150.0,0.0,0.0,150.0,0.0,0,0.0,0.0,0.0,0,0,0.0,150.0,1000.0,28,280100,42,1
47967,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,75,300.0,0.0,0.0,300.0,0.0,0,0.0,0.0,0.0,0,0,0.0,300.0,1000.0,44,842400,21,1
47969,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,75,150.0,0.0,0.0,150.0,0.0,0,0.0,0.0,0.0,0,0,0.0,150.0,1000.0,8,81401,42,1
47970,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,75,150.0,0.0,0.0,150.0,0.0,0,0.0,0.0,0.0,0,0,0.0,150.0,1000.0,32,839100,42,1
47971,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,75,150.0,0.0,0.0,150.0,0.0,0,0.0,0.0,0.0,0,0,0.0,150.0,1000.0,32,839100,42,1
47972,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,75,150.0,0.0,0.0,150.0,0.0,0,0.0,0.0,0.0,0,0,0.0,150.0,1000.0,8,81300,2,1
47973,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,75,150.0,0.0,0.0,150.0,0.0,0,0.0,0.0,0.0,0,0,0.0,150.0,1000.0,8,81500,42,1
47975,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,75,150.0,0.0,0.0,150.0,0.0,0,0.0,0.0,0.0,0,0,0.0,150.0,1000.0,8,81500,42,1
47976,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,75,150.0,0.0,0.0,150.0,0.0,0,0.0,0.0,0.0,0,0,0.0,150.0,1000.0,28,281900,42,1
47977,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,75,150.0,0.0,0.0,150.0,0.0,0,0.0,0.0,0.0,0,0,0.0,150.0,1000.0,32,839100,42,1
47979,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,75,150.0,0.0,0.0,150.0,0.0,0,0.0,0.0,0.0,0,0,0.0,150.0,1000.0,32,839100,42,1
47980,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,75,150.0,0.0,0.0,150.0,0.0,0,0.0,0.0,0.0,0,0,0.0,150.0,1000.0,28,281900,42,1
47981,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,187,750.0,75.0,0.0,825.0,0.0,0,0.0,0.0,0.0,0,0,0.0,825.0,1.0,65,650500,13,1
47984,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,78,750.0,75.0,626.0,1451.0,0.0,0,0.0,0.0,0.0,0,0,0.0,1451.0,20000.0,27,271400,28,1
47987,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,11,150.0,0.0,0.0,150.0,0.0,0,0.0,0.0,0.0,0,0,0.0,150.0,1.0,71,711100,21,1
47989,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,58,500.0,75.0,0.0,575.0,0.0,0,0.0,0.0,0.0,0,0,0.0,575.0,20000.0,2,20701,40,1
47990,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,65,987.0,50.0,250.0,1287.0,0.0,0,0.0,0.0,0.0,0,0,0.0,1287.0,75000.0,29,292200,24,1
47994,PERMIT - ELECTRIC WIRING,FIRE PROTECTION SYSTEM,107,675.0,0.0,0.0,675.0,0.0,0,0.0,0.0,0.0,0,0,0.0,675.0,22340.0,8,81403,42,1
47995,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,213,1344.81,75.0,0.0,1419.81,0.0,0,0.0,0.0,0.0,0,0,0.0,1419.81,150000.0,18,831600,36,1
47997,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,63,1664.0,75.0,0.0,1739.0,0.0,0,0.0,0.0,0.0,0,0,0.0,1739.0,30000.0,20,831200,26,1
47999,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,215,2000.0,75.0,0.0,2075.0,0.0,0,0.0,0.0,0.0,0,0,0.0,2075.0,20000.0,46,460700,10,1
48001,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,139,1609.43,50.0,0.0,1659.43,0.0,0,250.0,250.0,0.0,0,0,0.0,1909.43,150000.0,20,200100,31,1
48004,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,37,150.0,0.0,0.0,150.0,0.0,0,0.0,0.0,0.0,0,0,0.0,150.0,3700.0,24,242900,26,1
48015,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,6,475.0,75.0,0.0,550.0,0.0,0,0.0,0.0,0.0,0,0,0.0,550.0,226840.0,33,330100,3,1
48018,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,4,550.0,50.0,0.0,600.0,0.0,0,0.0,0.0,0.0,0,0,0.0,600.0,5000.0,3,31502,46,1
48019,PERMIT - ELEVATOR EQUIPMENT,CONVEYANCE DEVICE PERMIT,7,405.0,0.0,25.0,430.0,105.0,0,0.0,105.0,0.0,0,0,0.0,535.0,30000.0,28,833000,27,1
48022,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,21,707.25,50.0,0.0,757.25,0.0,0,0.0,0.0,0.0,0,0,0.0,757.25,50000.0,12,120200,39,1
48032,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,4,450.0,0.0,0.0,450.0,0.0,0,0.0,0.0,0.0,0,0,0.0,450.0,30000.0,24,242000,2,1
48040,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,3,475.0,50.0,0.0,525.0,0.0,0,0.0,0.0,0.0,0,0,0.0,525.0,1.0,73,730201,21,1
48043,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,19,959.91,50.0,0.0,1009.91,0.0,0,0.0,0.0,0.0,0,0,0.0,1009.91,250000.0,24,242600,26,1
48044,PERMIT - ELECTRIC WIRING,FIRE PROTECTION SYSTEM,29,2925.0,0.0,0.0,2925.0,0.0,0,0.0,0.0,0.0,0,0,0.0,2925.0,100000.0,3,31400,46,1
48045,PERMIT - ELECTRIC WIRING,FIRE PROTECTION SYSTEM,26,675.0,0.0,0.0,675.0,0.0,0,0.0,0.0,0.0,0,0,0.0,675.0,675.0,28,280100,42,1
48048,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,2,150.0,0.0,0.0,150.0,0.0,0,0.0,0.0,0.0,0,0,0.0,150.0,1742.0,7,70600,32,1
48052,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,47,800.0,75.0,0.0,875.0,0.0,0,0.0,0.0,0.0,0,0,0.0,875.0,25000.0,30,301801,22,1
48055,PERMIT - SIGNS,SIGN PERMIT,330,100.0,200.0,0.0,300.0,0.0,0,0.0,0.0,0.0,0,0,0.0,300.0,1000.0,28,833100,28,1
48060,PERMIT - ELECTRIC WIRING,FIRE PROTECTION SYSTEM,15,675.0,0.0,0.0,675.0,0.0,0,0.0,0.0,0.0,0,0,0.0,675.0,37710.0,28,833000,27,1
48061,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,90,750.0,100.0,0.0,850.0,0.0,0,0.0,0.0,0.0,0,0,0.0,850.0,60000.0,67,672000,17,1
48064,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,82,3250.0,50.0,1375.0,4675.0,0.0,0,0.0,0.0,0.0,0,0,0.0,4675.0,45000.0,4,40800,47,1
48066,PERMIT - ELECTRIC WIRING,FIRE PROTECTION SYSTEM,34,675.0,0.0,0.0,675.0,0.0,0,0.0,0.0,0.0,0,0,0.0,675.0,17183.0,32,320100,42,1
48067,PERMIT - SIGNS,SIGN PERMIT,1,100.0,200.0,0.0,300.0,0.0,0,0.0,0.0,0.0,0,0,0.0,300.0,5000.0,51,510300,7,1
48078,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,6,225.0,50.0,0.0,275.0,0.0,0,0.0,0.0,0.0,0,0,0.0,275.0,19200.0,50,500200,9,1
48087,PERMIT - EASY PERMIT PROCESS,EASY PERMIT WEB,2,450.0,0.0,0.0,450.0,0.0,0,0.0,0.0,0.0,0,0,0.0,450.0,91250.0,32,839100,42,1
48092,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,2,300.0,75.0,0.0,375.0,0.0,0,0.0,0.0,0.0,0,0,0.0,375.0,6600.0,71,710700,21,1
48096,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,1,375.0,0.0,0.0,375.0,0.0,0,0.0,0.0,0.0,0,0,0.0,375.0,5000.0,26,260500,28,1
48098,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,221,500.0,50.0,0.0,550.0,0.0,0,0.0,0.0,0.0,0,0,0.0,550.0,12500.0,63,630800,16,1
48100,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,28,550.0,50.0,625.0,1225.0,0.0,0,0.0,0.0,0.0,0,0,0.0,1225.0,3000.0,16,160200,39,1
48102,PERMIT - NEW CONSTRUCTION,STANDARD PLAN REVIEW,1,750.0,75.0,0.0,825.0,0.0,0,0.0,0.0,0.0,0,0,0.0,825.0,3000.0,21,210100,33,1
48103,PERMIT - SIGNS,SIGN PERMIT,29,50.0,200.0,0.0,250.0,0.0,0,0.0,0.0,0.0,0,0,0.0,250.0,6211.0,28,833000,27,1
48108,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,2,300.0,75.0,0.0,375.0,0.0,0,0.0,0.0,0.0,0,0,0.0,375.0,18000.0,16,160502,33,1
48109,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,2,300.0,75.0,0.0,375.0,0.0,0,0.0,0.0,0.0,0,0,0.0,375.0,15000.0,44,440201,6,1
48116,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,1,500.0,50.0,0.0,550.0,0.0,0,0.0,0.0,0.0,0,0,0.0,550.0,5000.0,12,120200,39,1
48122,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,91,800.0,75.0,0.0,875.0,0.0,0,0.0,0.0,0.0,0,0,0.0,875.0,99500.0,70,700501,18,1
48124,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,19,500.0,75.0,0.0,575.0,0.0,0,0.0,0.0,0.0,0,0,0.0,575.0,100000.0,68,834700,20,1
48127,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,2,225.0,50.0,0.0,275.0,0.0,0,0.0,0.0,0.0,0,0,0.0,275.0,17550.0,19,190200,31,1
48133,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,10,2250.0,0.0,0.0,2250.0,0.0,0,0.0,0.0,0.0,0,0,0.0,2250.0,1500.0,33,330100,4,1
48136,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,8,300.0,75.0,0.0,375.0,0.0,0,0.0,0.0,0.0,0,0,0.0,375.0,8000.0,29,292200,24,1
48137,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,2,300.0,75.0,0.0,375.0,0.0,0,0.0,0.0,0.0,0,0,0.0,375.0,9500.0,1,10600,49,1
48138,PERMIT - SIGNS,SIGN PERMIT,76,400.0,200.0,0.0,600.0,0.0,0,0.0,0.0,0.0,0,0,0.0,600.0,700.0,22,830900,32,1
48140,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,7,552.0,50.0,0.0,602.0,0.0,0,0.0,0.0,0.0,0,0,0.0,602.0,9800.0,33,330100,3,1
48141,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,2,225.0,0.0,0.0,225.0,0.0,0,0.0,0.0,0.0,0,0,0.0,225.0,3539.0,32,839100,42,1
48145,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,1,750.0,75.0,0.0,825.0,0.0,0,0.0,0.0,0.0,0,0,0.0,825.0,160000.0,34,340600,11,1
48152,PERMIT - SIGNS,SIGN PERMIT,2,1000.0,200.0,0.0,1200.0,0.0,0,0.0,0.0,0.0,0,0,0.0,1200.0,8800.0,28,280100,27,1
48153,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,86,865.6,50.0,0.0,915.6,0.0,0,250.0,250.0,0.0,0,0,0.0,1165.6,90000.0,71,711300,21,1
48158,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,112,550.0,75.0,0.0,625.0,0.0,0,0.0,0.0,0.0,0,0,0.0,625.0,5000.0,9,90300,41,1
48163,PERMIT - SIGNS,SIGN PERMIT,330,100.0,200.0,0.0,300.0,0.0,0,0.0,0.0,0.0,0,0,0.0,300.0,1000.0,28,833100,28,1
48172,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,13,300.0,75.0,0.0,375.0,0.0,0,0.0,0.0,0.0,0,0,0.0,375.0,4000.0,15,150800,30,1
